DeclaredCounty/Area	State	Incident Type	Area Type	Title	Disaster Number (copy)	DistinctDisasterNumbers	Number of Records
Tulare	California	Flood	County	"COASTAL STORMS, MUDSLIDES & FLOODING"	547	1	1
Ventura	California	Flood	County	"COASTAL STORMS, MUDSLIDES & FLOODING"	547	1	1
Fairfield	Connecticut	Flood	County	SEVERE STORMS & FLOODING	661	1	1
Hartford	Connecticut	Flood	County	SEVERE STORMS & FLOODING	661	1	1
Litchfield	Connecticut	Flood	County	SEVERE STORMS & FLOODING	661	1	1
Middlesex	Connecticut	Flood	County	SEVERE STORMS & FLOODING	661	1	1
New Haven	Connecticut	Flood	County	SEVERE STORMS & FLOODING	661	1	1
New London	Connecticut	Flood	County	SEVERE STORMS & FLOODING	661	1	1
Tolland	Connecticut	Flood	County	SEVERE STORMS & FLOODING	661	1	1
Windham	Connecticut	Flood	County	SEVERE STORMS & FLOODING	661	1	1
Fairfield	Connecticut	Flood	County	SEVERE STORMS & FLOODING	711	1	1
Hartford	Connecticut	Flood	County	SEVERE STORMS & FLOODING	711	1	1
Litchfield	Connecticut	Flood	County	SEVERE STORMS & FLOODING	711	1	1
Middlesex	Connecticut	Flood	County	SEVERE STORMS & FLOODING	711	1	1
New Haven	Connecticut	Flood	County	SEVERE STORMS & FLOODING	711	1	1
Tolland	Connecticut	Flood	County	SEVERE STORMS & FLOODING	711	1	1
Laramie	Wyoming	Flood	County	"SEVERE STORMS, HAIL & FLOODING"	740	1	1
Allegheny	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	754	1	1
Fayette	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	754	1	1
Greene	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	754	1	1
Somerset	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	754	1	1
Washington	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	754	1	1
Westmoreland	Pennsylvania	Flood	County	SEVERE STORMS & FLOODING	754	1	1
Alexandria	Virginia	Flood		SEVERE STORMS & FLOODING	755	1	1
Buena Vista	Virginia	Flood		SEVERE STORMS & FLOODING	755	1	1
Clifton Forge	Virginia	Flood		SEVERE STORMS & FLOODING	755	1	1
Covington	Virginia	Flood		SEVERE STORMS & FLOODING	755	1	1
Hampton	Virginia	Flood		SEVERE STORMS & FLOODING	755	1	1
Harrisonburg	Virginia	Flood		SEVERE STORMS & FLOODING	755	1	1
Lexington	Virginia	Flood		SEVERE STORMS & FLOODING	755	1	1
Lynchburg	Virginia	Flood		SEVERE STORMS & FLOODING	755	1	1
Poquoson	Virginia	Flood		SEVERE STORMS & FLOODING	755	1	1
Richmond	Virginia	Flood		SEVERE STORMS & FLOODING	755	1	1
Roanoke	Virginia	Flood		SEVERE STORMS & FLOODING	755	1	1
Salem	Virginia	Flood		SEVERE STORMS & FLOODING	755	1	1
Waynesboro	Virginia	Flood		SEVERE STORMS & FLOODING	755	1	1
Alleghany	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Amherst	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Appomattox	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Augusta	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Bath	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Bedford	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Botetourt	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Campbell	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Chesterfield	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Clarke	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Craig	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Essex	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Fluvanna	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Franklin	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Gloucester	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Goochland	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Greene	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Henrico	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Highland	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
King George	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Lancaster	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Madison	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Mathews	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Middlesex	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Montgomery	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Nelson	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Northumberland	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Page	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Powhatan	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Richmond	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Roanoke	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Rockbridge	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Rockingham	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Shenandoah	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Stafford	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Surry	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Warren	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Westmoreland	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
York	Virginia	Flood	County	SEVERE STORMS & FLOODING	755	1	1
Adair	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Beckham	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Blaine	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Caddo	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Canadian	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Cherokee	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Cleveland	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Comanche	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Creek	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Custer	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Delaware	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Garfield	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Grady	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Grant	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Greer	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Haskell	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Kay	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Kingfisher	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Kiowa	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Logan	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
McClain	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Major	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Mayes	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Muskogee	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Noble	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Nowata	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Okfuskee	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Oklahoma	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Okmulgee	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Osage	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Ottawa	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Pawnee	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Payne	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Pottawatomie	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Rogers	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Sequoyah	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Tillman	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Tulsa	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Wagoner	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Washington	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Washita	Oklahoma	Flood	County	SEVERE STORMS & FLOODING	778	1	1
Jefferson	Louisiana	Flood	Parish	HEAVY RAINS & FLOODING	849	1	1
St. Charles	Louisiana	Flood	Parish	HEAVY RAINS & FLOODING	849	1	1
Ward 9	Louisiana	Flood	Police Jury Ward	HEAVY RAINS & FLOODING	849	1	1
Bronx	New York	Flood	County	COASTAL STORMS & FLOODING	702	1	1
Kings	New York	Flood	County	COASTAL STORMS & FLOODING	702	1	1
Nassau	New York	Flood	County	COASTAL STORMS & FLOODING	702	1	1
New York	New York	Flood	County	COASTAL STORMS & FLOODING	702	1	1
Orange	New York	Flood	County	COASTAL STORMS & FLOODING	702	1	1
Queens	New York	Flood	County	COASTAL STORMS & FLOODING	702	1	1
Richmond	New York	Flood	County	COASTAL STORMS & FLOODING	702	1	1
Rockland	New York	Flood	County	COASTAL STORMS & FLOODING	702	1	1
Suffolk	New York	Flood	County	COASTAL STORMS & FLOODING	702	1	1
Sullivan	New York	Flood	County	COASTAL STORMS & FLOODING	702	1	1
Ulster	New York	Flood	County	COASTAL STORMS & FLOODING	702	1	1
Westchester	New York	Flood	County	COASTAL STORMS & FLOODING	702	1	1
Campbell	Tennessee	Flood	County	SEVERE STORMS & FLOODING	708	1	1
Carter	Tennessee	Flood	County	SEVERE STORMS & FLOODING	708	1	1
Claiborne	Tennessee	Flood	County	SEVERE STORMS & FLOODING	708	1	1
Cocke	Tennessee	Flood	County	SEVERE STORMS & FLOODING	708	1	1
Grainger	Tennessee	Flood	County	SEVERE STORMS & FLOODING	708	1	1
Hancock	Tennessee	Flood	County	SEVERE STORMS & FLOODING	708	1	1
Jackson	Tennessee	Flood	County	SEVERE STORMS & FLOODING	708	1	1
Jefferson	Tennessee	Flood	County	SEVERE STORMS & FLOODING	708	1	1
Unicoi	Tennessee	Flood	County	SEVERE STORMS & FLOODING	708	1	1
Union	Tennessee	Flood	County	SEVERE STORMS & FLOODING	708	1	1
Cass	Texas	Flood	County	SEVERE STORMS & FLOODING	823	1	1
Cherokee	Texas	Flood	County	SEVERE STORMS & FLOODING	823	1	1
Gregg	Texas	Flood	County	SEVERE STORMS & FLOODING	823	1	1
Harrison	Texas	Flood	County	SEVERE STORMS & FLOODING	823	1	1
Houston	Texas	Flood	County	SEVERE STORMS & FLOODING	823	1	1
Marion	Texas	Flood	County	SEVERE STORMS & FLOODING	823	1	1
Panola	Texas	Flood	County	SEVERE STORMS & FLOODING	823	1	1
Rusk	Texas	Flood	County	SEVERE STORMS & FLOODING	823	1	1
Smith	Texas	Flood	County	SEVERE STORMS & FLOODING	823	1	1
Hardin	Texas	Flood	County	TROPICAL STORM ALLISON	836	1	1
Harris	Texas	Flood	County	TROPICAL STORM ALLISON	836	1	1
Jasper	Texas	Flood	County	TROPICAL STORM ALLISON	836	1	1
Jefferson	Texas	Flood	County	TROPICAL STORM ALLISON	836	1	1
Liberty	Texas	Flood	County	TROPICAL STORM ALLISON	836	1	1
Newton	Texas	Flood	County	TROPICAL STORM ALLISON	836	1	1
Orange	Texas	Flood	County	TROPICAL STORM ALLISON	836	1	1
San Jacinto	Texas	Flood	County	TROPICAL STORM ALLISON	836	1	1
Tyler	Texas	Flood	County	TROPICAL STORM ALLISON	836	1	1
Crawford	Ohio	Flood	County	SEVERE STORMS & FLOODING	796	1	1
Marion	Ohio	Flood	County	SEVERE STORMS & FLOODING	796	1	1
Morrow	Ohio	Flood	County	SEVERE STORMS & FLOODING	796	1	1
Richland	Ohio	Flood	County	SEVERE STORMS & FLOODING	796	1	1
Allegany	Maryland	Flood	County	SEVERE STORM & FLOODING	773	1	1
San Joaquin	California	Flood	County	LEVEE BREAK	669	1	1
Alameda	California	Flood	County	"SEVERE STORMS, FLOOD, MUDSLIDES & HIGH TIDE"	651	1	1
Contra Costa	California	Flood	County	"SEVERE STORMS, FLOOD, MUDSLIDES & HIGH TIDE"	651	1	1
Humboldt	California	Flood	County	"SEVERE STORMS, FLOOD, MUDSLIDES & HIGH TIDE"	651	1	1
Marin	California	Flood	County	"SEVERE STORMS, FLOOD, MUDSLIDES & HIGH TIDE"	651	1	1
San Joaquin	California	Flood	County	"SEVERE STORMS, FLOOD, MUDSLIDES & HIGH TIDE"	651	1	1
San Mateo	California	Flood	County	"SEVERE STORMS, FLOOD, MUDSLIDES & HIGH TIDE"	651	1	1
Santa Clara	California	Flood	County	"SEVERE STORMS, FLOOD, MUDSLIDES & HIGH TIDE"	651	1	1
Santa Cruz	California	Flood	County	"SEVERE STORMS, FLOOD, MUDSLIDES & HIGH TIDE"	651	1	1
Solano	California	Flood	County	"SEVERE STORMS, FLOOD, MUDSLIDES & HIGH TIDE"	651	1	1
Sonoma	California	Flood	County	"SEVERE STORMS, FLOOD, MUDSLIDES & HIGH TIDE"	651	1	1
Allen	Kansas	Flood	County	SEVERE STORMS & FLOODING	780	1	1
Bourbon	Kansas	Flood	County	SEVERE STORMS & FLOODING	780	1	1
Chautauqua	Kansas	Flood	County	SEVERE STORMS & FLOODING	780	1	1
Cherokee	Kansas	Flood	County	SEVERE STORMS & FLOODING	780	1	1
Cowley	Kansas	Flood	County	SEVERE STORMS & FLOODING	780	1	1
Elk	Kansas	Flood	County	SEVERE STORMS & FLOODING	780	1	1
Labette	Kansas	Flood	County	SEVERE STORMS & FLOODING	780	1	1
Montgomery	Kansas	Flood	County	SEVERE STORMS & FLOODING	780	1	1
Neosho	Kansas	Flood	County	SEVERE STORMS & FLOODING	780	1	1
Wilson	Kansas	Flood	County	SEVERE STORMS & FLOODING	780	1	1
Kenai Peninsula	Alaska	Flood	Borough	SEVERE STORMS & FLOODING	782	1	1
Matanuska-Susitna	Alaska	Flood	Borough	SEVERE STORMS & FLOODING	782	1	1
Valdez-Cordova	Alaska	Flood	Census Area	SEVERE STORMS & FLOODING	782	1	1
Yukon-Koyukuk	Alaska	Flood	Census Area	SEVERE STORMS & FLOODING	782	1	1
Dodge	Wisconsin	Flood	County	SEVERE STORMS & FLOODING	775	1	1
Fond du Lac	Wisconsin	Flood	County	SEVERE STORMS & FLOODING	775	1	1
Kenosha	Wisconsin	Flood	County	SEVERE STORMS & FLOODING	775	1	1
Milwaukee	Wisconsin	Flood	County	SEVERE STORMS & FLOODING	775	1	1
Ozaukee	Wisconsin	Flood	County	SEVERE STORMS & FLOODING	775	1	1
Sheboygan	Wisconsin	Flood	County	SEVERE STORMS & FLOODING	775	1	1
Washington	Wisconsin	Flood	County	SEVERE STORMS & FLOODING	775	1	1
Waukesha	Wisconsin	Flood	County	SEVERE STORMS & FLOODING	775	1	1
Barnstable	Massachusetts	Flood	County	"COASTAL STORMS, FLOOD, ICE & SNOW"	546	1	1
Bristol	Massachusetts	Flood	County	"COASTAL STORMS, FLOOD, ICE & SNOW"	546	1	1
Dukes	Massachusetts	Flood	County	"COASTAL STORMS, FLOOD, ICE & SNOW"	546	1	1
Essex	Massachusetts	Flood	County	"COASTAL STORMS, FLOOD, ICE & SNOW"	546	1	1
Nantucket	Massachusetts	Flood	County	"COASTAL STORMS, FLOOD, ICE & SNOW"	546	1	1
Norfolk	Massachusetts	Flood	County	"COASTAL STORMS, FLOOD, ICE & SNOW"	546	1	1
Plymouth	Massachusetts	Flood	County	"COASTAL STORMS, FLOOD, ICE & SNOW"	546	1	1
Suffolk	Massachusetts	Flood	County	"COASTAL STORMS, FLOOD, ICE & SNOW"	546	1	1
Androscoggin	Maine	Flood	County	SEVERE STORMS & FLOODING	788	1	1
Cumberland	Maine	Flood	County	SEVERE STORMS & FLOODING	788	1	1
Franklin	Maine	Flood	County	SEVERE STORMS & FLOODING	788	1	1
Hancock	Maine	Flood	County	SEVERE STORMS & FLOODING	788	1	1
Kennebec	Maine	Flood	County	SEVERE STORMS & FLOODING	788	1	1
Knox	Maine	Flood	County	SEVERE STORMS & FLOODING	788	1	1
Lincoln	Maine	Flood	County	SEVERE STORMS & FLOODING	788	1	1
Oxford	Maine	Flood	County	SEVERE STORMS & FLOODING	788	1	1
Penobscot	Maine	Flood	County	SEVERE STORMS & FLOODING	788	1	1
Piscataquis	Maine	Flood	County	SEVERE STORMS & FLOODING	788	1	1
Sagadahoc	Maine	Flood	County	SEVERE STORMS & FLOODING	788	1	1
Somerset	Maine	Flood	County	SEVERE STORMS & FLOODING	788	1	1
Waldo	Maine	Flood	County	SEVERE STORMS & FLOODING	788	1	1
York	Maine	Flood	County	SEVERE STORMS & FLOODING	788	1	1
Harris	Texas	Flood	County	SEVERE STORMS & FLOODING	937	1	1
Liberty	Texas	Flood	County	SEVERE STORMS & FLOODING	937	1	1
Tyler	Texas	Flood	County	SEVERE STORMS & FLOODING	937	1	1
Aurora	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Beadle	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Brookings	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Clark	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Codington	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Day	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Deuel	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Douglas	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Edmunds	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Faulk	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Grant	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Hamlin	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Hand	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Hutchinson	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Jerauld	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Kingsbury	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Lyman	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Potter	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Roberts	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Sanborn	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Spink	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Sully	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Tripp	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Turner	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Walworth	South Dakota	Flood	County	SEVERE STORMS & FLOODING	764	1	1
Carroll	New Hampshire	Flood	County	SEVERE STORMS & FLOODING	789	1	1
Cheshire	New Hampshire	Flood	County	SEVERE STORMS & FLOODING	789	1	1
Grafton	New Hampshire	Flood	County	SEVERE STORMS & FLOODING	789	1	1
Hillsborough	New Hampshire	Flood	County	SEVERE STORMS & FLOODING	789	1	1
Merrimack	New Hampshire	Flood	County	SEVERE STORMS & FLOODING	789	1	1
Rockingham	New Hampshire	Flood	County	SEVERE STORMS & FLOODING	789	1	1
Strafford	New Hampshire	Flood	County	SEVERE STORMS & FLOODING	789	1	1
Sullivan	New Hampshire	Flood	County	SEVERE STORMS & FLOODING	789	1	1
Berkshire	Massachusetts	Flood	County	SEVERE STORMS & FLOODING	790	1	1
Essex	Massachusetts	Flood	County	SEVERE STORMS & FLOODING	790	1	1
Franklin	Massachusetts	Flood	County	SEVERE STORMS & FLOODING	790	1	1
Hampden	Massachusetts	Flood	County	SEVERE STORMS & FLOODING	790	1	1
Hampshire	Massachusetts	Flood	County	SEVERE STORMS & FLOODING	790	1	1
Middlesex	Massachusetts	Flood	County	SEVERE STORMS & FLOODING	790	1	1
Norfolk	Massachusetts	Flood	County	SEVERE STORMS & FLOODING	790	1	1
Worcester	Massachusetts	Flood	County	SEVERE STORMS & FLOODING	790	1	1
Cass	North Dakota	Flood	County	FLOODING	825	1	1
Grand Forks	North Dakota	Flood	County	FLOODING	825	1	1
Pembina	North Dakota	Flood	County	FLOODING	825	1	1
Richland	North Dakota	Flood	County	FLOODING	825	1	1
Traill	North Dakota	Flood	County	FLOODING	825	1	1
Walsh	North Dakota	Flood	County	FLOODING	825	1	1
Adams	Illinois	Flood	County	SEVERE STORMS & FLOODING	776	1	1
Calhoun	Illinois	Flood	County	SEVERE STORMS & FLOODING	776	1	1
Cook	Illinois	Flood	County	SEVERE STORMS & FLOODING	776	1	1
Jersey	Illinois	Flood	County	SEVERE STORMS & FLOODING	776	1	1
Kane	Illinois	Flood	County	SEVERE STORMS & FLOODING	776	1	1
Lake	Illinois	Flood	County	SEVERE STORMS & FLOODING	776	1	1
McHenry	Illinois	Flood	County	SEVERE STORMS & FLOODING	776	1	1
St. Clair	Illinois	Flood	County	SEVERE STORMS & FLOODING	776	1	1
Monroe	Wisconsin	Flood	County	SEVERE STORMS & FLOODING	877	1	1
Bates	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Benton	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Boone	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Callaway	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Cass	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Clark	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Cole	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Cooper	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Franklin	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Gasconade	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Henry	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Howard	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Johnson	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Lewis	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
McDonald	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Miller	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Moniteau	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Montgomery	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Morgan	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Osage	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Pettis	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Ralls	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
St. Charles	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
St. Clair	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
St. Louis	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Saline	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Scotland	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Shelby	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Vernon	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Warren	Missouri	Flood	County	SEVERE STORMS & FLOODING	779	1	1
Ascension	Louisiana	Flood	Parish	SEVERE STORMS & FLOODING	978	1	1
East Baton Rouge	Louisiana	Flood	Parish	SEVERE STORMS & FLOODING	978	1	1
Iberville	Louisiana	Flood	Parish	SEVERE STORMS & FLOODING	978	1	1
Lafayette	Louisiana	Flood	Parish	SEVERE STORMS & FLOODING	978	1	1
Livingston	Louisiana	Flood	Parish	SEVERE STORMS & FLOODING	978	1	1
St. Martin	Louisiana	Flood	Parish	SEVERE STORMS & FLOODING	978	1	1
St. Tammany	Louisiana	Flood	Parish	SEVERE STORMS & FLOODING	978	1	1
Tangipahoa	Louisiana	Flood	Parish	SEVERE STORMS & FLOODING	978	1	1
Vermilion	Louisiana	Flood	Parish	SEVERE STORMS & FLOODING	978	1	1
Atlantic	New Jersey	Flood	County	COASTAL STORMS & FLOODING	701	1	1
Bergen	New Jersey	Flood	County	COASTAL STORMS & FLOODING	701	1	1
Cape May	New Jersey	Flood	County	COASTAL STORMS & FLOODING	701	1	1
Essex	New Jersey	Flood	County	COASTAL STORMS & FLOODING	701	1	1
Monmouth	New Jersey	Flood	County	COASTAL STORMS & FLOODING	701	1	1
Morris	New Jersey	Flood	County	COASTAL STORMS & FLOODING	701	1	1
Ocean	New Jersey	Flood	County	COASTAL STORMS & FLOODING	701	1	1
Passaic	New Jersey	Flood	County	COASTAL STORMS & FLOODING	701	1	1
Bay	Florida	Flood	County	SEVERE STORMS & FLOODING	862	1	1
Calhoun	Florida	Flood	County	SEVERE STORMS & FLOODING	862	1	1
Escambia	Florida	Flood	County	SEVERE STORMS & FLOODING	862	1	1
Gadsden	Florida	Flood	County	SEVERE STORMS & FLOODING	862	1	1
Gulf	Florida	Flood	County	SEVERE STORMS & FLOODING	862	1	1
Holmes	Florida	Flood	County	SEVERE STORMS & FLOODING	862	1	1
Liberty	Florida	Flood	County	SEVERE STORMS & FLOODING	862	1	1
Okaloosa	Florida	Flood	County	SEVERE STORMS & FLOODING	862	1	1
Santa Rosa	Florida	Flood	County	SEVERE STORMS & FLOODING	862	1	1
Walton	Florida	Flood	County	SEVERE STORMS & FLOODING	862	1	1
Washington	Florida	Flood	County	SEVERE STORMS & FLOODING	862	1	1
