DeclaredCounty/Area,State,DistinctDisasterNumbers,Latitude (generated),Longitude (generated)
Lewis and Clark,Montana,5,47.1899,-112.5344
Lake,Montana,2,47.597,-114.1349
Judith Basin,Montana,1,47.0311,-110.2006
Jefferson,Montana,2,46.1606,-112.1499
Hill,Montana,1,48.5696,-110.1276
Granite,Montana,2,46.3869,-113.4202
Golden Valley,Montana,1,46.4005,-109.1318
Glacier,Montana,1,48.6561,-112.9653
Garfield,Montana,2,47.4172,-107.1049
Gallatin,Montana,2,45.3376,-111.2056
Fort Belknap Indian Reservation,Montana,1,,
Flathead Indian Reservation,Montana,1,,
Flathead,Montana,5,48.303,-114.0979
Fergus,Montana,1,47.2602,-109.3598
Fallon,Montana,1,46.2947,-104.4655
Deer Lodge,Montana,2,46.0131,-113.0994
Custer,Montana,1,46.3205,-105.5301
Crow/Northern Cheyenne Area,Montana,1,,
Crow Indian Reservation,Montana,1,,
Chouteau,Montana,1,47.8648,-110.474
Cascade,Montana,1,47.266,-111.4165
Carter,Montana,1,45.5708,-104.5117
Carbon,Montana,2,45.3168,-109.1433
Broadwater,Montana,2,46.3095,-111.4521
Blaine,Montana,1,48.3646,-108.9651
Blackfeet Indian Reservation,Montana,1,,
Big Horn,Montana,1,45.5509,-107.3996
Beaverhead,Montana,2,45.1549,-113.0231
Camden,Missouri,1,38.0296,-92.7914
Washington,Minnesota,1,45.0213,-92.8735
Pine,Minnesota,1,46.0796,-92.6745
Morrison,Minnesota,1,46.0635,-94.2293
Crow Wing,Minnesota,1,46.4798,-94.0703
Chisago,Minnesota,1,45.5139,-92.8742
Anoka,Minnesota,1,45.2255,-93.243
Marquette,Michigan,1,46.4541,-87.6166
Worcester,Massachusetts,1,42.3658,-71.9578
Suffolk,Massachusetts,1,42.301,-71.0926
Essex,Massachusetts,1,42.6513,-71.0076
Vernon,Louisiana,1,31.1122,-93.1867
Sabine,Louisiana,1,31.5062,-93.4781
Red River,Louisiana,1,32.062,-93.319
Rapides,Louisiana,1,31.2026,-92.5312
Natchitoches,Louisiana,1,31.7492,-93.205
Jefferson Davis,Louisiana,1,30.263,-92.8281
Evangeline,Louisiana,1,30.741,-92.3853
De Soto,Louisiana,1,32.0954,-93.7859
Calcasieu,Louisiana,1,30.2641,-93.3691
Beauregard,Louisiana,1,30.6436,-93.3292
Allen,Louisiana,1,30.6655,-92.7883
Whitley,Kentucky,2,36.7804,-84.1636
Rockcastle,Kentucky,2,37.3462,-84.3152
Pike,Kentucky,3,37.471,-82.3248
McCreary,Kentucky,2,36.7781,-84.4911
Martin,Kentucky,3,37.8157,-82.526
Magoffin,Kentucky,2,37.6908,-83.0969
Leslie,Kentucky,2,37.1023,-83.3517
Lawrence,Kentucky,2,38.0749,-82.7514
Laurel,Kentucky,2,37.1377,-84.1151
Knox,Kentucky,2,36.8716,-83.8549
Johnson,Kentucky,2,37.8526,-82.8331
Jackson,Kentucky,2,37.4156,-83.9961
Harlan,Kentucky,2,36.844,-83.2797
Floyd,Kentucky,3,37.5213,-82.7592
Clay,Kentucky,2,37.1482,-83.7483
Breathitt,Kentucky,1,37.5153,-83.3353
Bell,Kentucky,2,36.7691,-83.6441
Stevens,Kansas,1,37.1918,-101.3117
Reno,Kansas,1,37.9486,-98.0871
Haskell,Kansas,1,37.5692,-100.8713
Valley,Idaho,4,44.6858,-115.6567
Shoshone,Idaho,1,47.5044,-116.0148
Power,Idaho,1,42.7221,-112.8182
Nez Perce,Idaho,1,46.2443,-116.8216
Lincoln,Idaho,1,42.9844,-114.1546
Lewis,Idaho,2,46.2308,-116.3601
Lemhi,Idaho,1,44.9728,-114.0904
Latah,Idaho,1,46.8386,-116.6846
Kootenai,Idaho,1,47.6775,-116.6828
Jerome,Idaho,1,42.672,-114.2745
Idaho,Idaho,3,45.8945,-115.5619
Fort Hall Indian Reservation,Idaho,1,,
Elmore,Idaho,1,43.4545,-115.5288
Custer,Idaho,1,44.228,-114.294
Clearwater,Idaho,2,46.5961,-115.6489
Boundary,Idaho,1,48.7983,-116.4171
Bonner,Idaho,1,48.3729,-116.5425
Boise,Idaho,1,43.9699,-115.7708
Blaine,Idaho,2,43.3095,-113.8783
Bingham,Idaho,1,43.2471,-112.2977
Benewah,Idaho,1,47.2169,-116.6847
Bannock,Idaho,1,42.6408,-112.163
Ada,Idaho,1,43.4673,-116.224
,Idaho,1,,
Maui,Hawaii,4,20.8031,-156.3111
Honolulu,Hawaii,3,21.484,-158.0381
Hawaii,Hawaii,7,19.591,-155.4494
,Hawaii,1,,
Ware,Georgia,3,31.0216,-82.3674
McIntosh,Georgia,1,31.4956,-81.4702
Long,Georgia,1,31.7775,-81.797
Coffee,Georgia,1,31.5867,-82.8437
Charlton,Georgia,3,30.7162,-82.1044
Bryan,Georgia,1,31.9846,-81.4508
Brantley,Georgia,2,31.1925,-82.0272
Atkinson,Georgia,1,31.302,-82.8413
Washington,Florida,4,30.6112,-85.672
Walton,Florida,4,30.6327,-86.1524
Wakulla,Florida,3,30.1363,-84.3717
Volusia,Florida,3,29.0205,-81.1398
Union,Florida,5,30.0316,-82.3844
Taylor,Florida,2,29.9856,-83.5757
Suwannee,Florida,4,30.163,-83.0132
Sumter,Florida,2,28.633,-82.1055
St. Lucie,Florida,4,27.3823,-80.4869
St. Johns,Florida,1,29.9382,-81.4423
Seminole,Florida,4,28.7457,-81.2396
Sarasota,Florida,5,27.1675,-82.2674
Santa Rosa,Florida,1,30.6713,-87.0296
Putnam,Florida,4,29.6056,-81.8327
Polk,Florida,6,28.0031,-81.7384
Pinellas,Florida,5,27.9341,-82.7715
Pasco,Florida,2,28.3248,-82.3938
Palm Beach,Florida,3,26.6457,-80.4653
Osceola,Florida,5,27.9963,-81.1262
Orange,Florida,5,28.5666,-81.2951
Okeechobee,Florida,5,27.3016,-80.8409
Okaloosa,Florida,1,30.6992,-86.5921
Nassau,Florida,4,30.5521,-81.8734
Monroe,Florida,4,25.4621,-81.0211
Martin,Florida,6,27.0829,-80.4238
Marion,Florida,4,29.2407,-82.0227
Manatee,Florida,4,27.4274,-82.3328
Madison,Florida,2,30.4557,-83.4724
Liberty,Florida,3,30.2933,-84.8882
Levy,Florida,4,29.2967,-82.749
Leon,Florida,3,30.4796,-84.2219
Lee,Florida,5,26.5436,-81.7444
Lake,Florida,3,28.8116,-81.6866
Lafayette,Florida,3,30.0414,-83.1969
Jefferson,Florida,2,30.3778,-83.9384
Jackson,Florida,3,30.7828,-85.1769
Indian River,Florida,5,27.7062,-80.637
Holmes,Florida,3,30.8497,-85.8166
Hillsborough,Florida,5,27.9097,-82.2405
Highlands,Florida,5,27.3401,-81.3049
Hernando,Florida,2,28.5644,-82.4065
Hendry,Florida,5,26.6046,-81.2253
Hardee,Florida,4,27.4929,-81.8094
Hamilton,Florida,5,30.476,-82.9714
Gulf,Florida,3,29.9344,-85.2103
Glades,Florida,5,26.9796,-81.2237
Gilchrist,Florida,4,29.749,-82.7979
Gadsden,Florida,2,30.5501,-84.6353
Franklin,Florida,2,29.8538,-84.8366
Flagler,Florida,3,29.4662,-81.3097
Escambia,Florida,2,30.6538,-87.3304
Duval,Florida,4,30.3866,-81.7798
Dixie,Florida,3,29.5671,-83.1715
DeSoto,Florida,4,27.1854,-81.8097
Dade,Florida,4,,
Columbia,Florida,5,30.2096,-82.6264
Collier,Florida,7,26.1608,-81.3445
Clay,Florida,5,29.9562,-81.8292
Citrus,Florida,2,28.8593,-82.4374
Charlotte,Florida,4,26.9023,-81.8292
Calhoun,Florida,3,30.4039,-85.2086
Broward,Florida,3,26.1511,-80.4895
Brevard,Florida,6,28.3079,-80.7834
Bradford,Florida,5,29.9315,-82.2143
Bay,Florida,3,30.2988,-85.5727
Baker,Florida,5,30.3606,-82.3149
Alachua,Florida,5,29.6809,-82.3552
Yuma,Colorado,1,40.0165,-102.4226
Weld,Colorado,1,40.502,-104.5459
Washington,Colorado,1,40.0163,-103.1328
Ute Mountain Indian Reservation,Colorado,1,,
Teller,Colorado,3,38.8999,-105.1784
Summit,Colorado,1,39.6418,-106.0037
Southern Ute Indian Reservation,Colorado,1,,
San Miguel,Colorado,2,37.9642,-108.4124
San Juan,Colorado,1,37.8024,-107.6462
Saguache,Colorado,1,38.1037,-106.3318
Routt,Colorado,1,40.4633,-107.0432
Rio Grande,Colorado,2,37.6147,-106.3753
Rio Blanco,Colorado,1,39.9282,-108.1848
Pueblo,Colorado,2,38.1295,-104.5533
Pitkin,Colorado,1,39.1721,-106.9304
Park,Colorado,5,39.1322,-105.7895
Ouray,Colorado,1,38.1129,-107.7265
Otero,Colorado,1,37.9522,-103.7289
Montrose,Colorado,2,38.4125,-108.2803
Montezuma,Colorado,2,37.3197,-108.6287
Moffat,Colorado,1,40.6098,-108.1812
Mineral,Colorado,1,37.6844,-106.9202
Mesa,Colorado,2,38.9347,-108.5839
Lincoln,Colorado,1,39.0461,-103.442
Las Animas,Colorado,4,37.4062,-103.9173
Larimer,Colorado,11,40.6291,-105.4465
Lake,Colorado,1,39.2184,-106.3357
La Plata,Colorado,4,37.3197,-107.8468
Kit Carson,Colorado,1,39.3162,-102.6018
Kiowa,Colorado,1,38.4377,-102.7755
Jefferson,Colorado,4,39.5234,-105.2388
Jackson,Colorado,1,40.664,-106.3228
Huerfano,Colorado,2,37.655,-104.9059
Hinsdale,Colorado,1,37.7857,-107.2992
Gunnison,Colorado,2,38.7039,-106.9748
Grand,Colorado,1,40.0863,-106.1362
Gilpin,Colorado,1,39.8421,-105.5153
Garfield,Colorado,5,39.7184,-107.5261
Fremont,Colorado,4,38.4842,-105.4521
Elbert,Colorado,1,39.2151,-104.189
El Paso,Colorado,4,38.8296,-104.5628
Eagle,Colorado,2,39.6378,-106.6461
Douglas,Colorado,3,39.3483,-104.9202
Dolores,Colorado,1,37.6906,-108.5063
Denver,Colorado,1,39.7644,-104.9549
Delta,Colorado,2,38.9419,-107.804
Custer,Colorado,4,38.0776,-105.3443
Crowley,Colorado,2,38.298,-103.7784
Costilla,Colorado,2,37.3277,-105.4554
Conejos,Colorado,1,37.1987,-106.1713
Clear Creek,Colorado,1,39.709,-105.66
Cheyenne,Colorado,1,38.8243,-102.6046
Chaffee,Colorado,1,38.7407,-106.1828
Boulder,Colorado,5,40.088,-105.3448
Bent,Colorado,1,37.9496,-103.0698
Baca,Colorado,1,37.3182,-102.5627
Archuleta,Colorado,1,37.2108,-107.0588
Arapahoe,Colorado,1,39.6519,-104.2834
Alamosa,Colorado,1,37.5466,-105.7781
Adams,Colorado,1,39.8701,-104.1631
,Colorado,1,,
Yurok Indian Reservation,California,1,,
Yuba,California,4,39.2797,-121.4381
Ventura,California,15,34.4736,-119.084
Tuolumne,California,2,38.0348,-119.8851
Trinity,California,3,40.6758,-123.1435
Tehama,California,2,40.1258,-122.2124
Sonoma,California,2,38.4826,-122.8587
Solano,California,3,38.29,-121.9027
Shasta,California,11,40.7366,-122.0189
Santa Cruz,California,7,37.0686,-122.0334
Santa Clara,California,4,37.1901,-121.7207
Santa Barbara,California,9,34.7446,-120.0357
San Mateo,California,1,37.4084,-122.3109
San Luis Obispo,California,1,35.3474,-120.336
San Diego,California,19,33.0185,-116.6934
San Bernardino,California,23,34.8464,-116.1156
Riverside,California,22,33.754,-116.0203
Plumas,California,2,40.0231,-120.8054
Placer,California,4,39.0148,-120.7424
Orange,California,13,33.6664,-117.7196
Nevada,California,3,39.2666,-121.01
Napa,California,3,38.5106,-122.3262
Monterey,California,3,36.3564,-121.494
Mendocino,California,2,39.3833,-123.4391
Mariposa,California,3,37.5466,-119.9593
Madera,California,1,37.2724,-119.6358
Los Angeles,California,34,34.2663,-118.1424
Lake,California,3,39.1258,-122.7929
Kern,California,12,35.3032,-118.7204
Karuk Reservation,California,1,,
Inyo,California,1,36.6305,-117.5174
Humboldt,California,1,40.7376,-123.8951
Hoopa Valley Indian Reservation,California,1,,
El Dorado,California,2,38.7852,-120.5254
Calaveras,California,4,38.1718,-120.6567
Butte,California,7,39.7252,-121.5788
Alameda,California,2,37.6798,-121.8648
,California,2,,
Yavapai,Arizona,6,34.7064,-112.4429
White Mountain Apache Tribe,Arizona,2,,
Santa Cruz,Arizona,1,31.5332,-110.812
Pinal,Arizona,3,32.9849,-111.4931
Pima,Arizona,2,31.9681,-111.7806
Navajo,Arizona,6,35.3134,-110.2972
Mohave,Arizona,1,35.6177,-113.9958
Maricopa,Arizona,3,33.2798,-112.7681
Greenlee,Arizona,1,33.1001,-109.2714
Gila,Arizona,6,33.7446,-110.685
Coconino,Arizona,6,35.6465,-112.0424
Cochise,Arizona,4,31.8901,-109.7497
Apache,Arizona,3,35.3025,-109.4451
Yukon Koyukuk Regional Educational Attendance Area,Alaska,1,,
Yukon Flats Regional Educational Attendance Area,Alaska,1,,
Tok,Alaska,2,,
Tetlin,Alaska,1,,
Tanana,Alaska,2,,
Tanacross,Alaska,1,,
Northway,Alaska,1,,
Matanuska-Susitna,Alaska,1,62.3637,-149.7135
Lower Yukon Regional Educational Attendance Area,Alaska,1,,
Kenai Peninsula,Alaska,2,60.1107,-150.509
Fairbanks North Star,Alaska,2,64.8624,-146.3565
Dot Lake,Alaska,1,,
Washington,Alabama,1,31.4071,-88.1879
Walker,Alabama,1,33.7599,-87.2766
Shelby,Alabama,1,33.2829,-86.6796
Jefferson,Alabama,1,33.5455,-86.8602
Jackson,Alabama,2,34.7224,-86.0339
Franklin,Alabama,1,34.4509,-87.844
Fayette,Alabama,1,33.7201,-87.7385
Etowah,Alabama,1,34.0211,-86.0433
DeKalb,Alabama,1,34.5306,-85.7226
Cherokee,Alabama,1,34.2345,-85.6478
